Date,Bill Number,Item Description,Time,Quantity,Rate,Tax,Discount,Total,Category
2023-07-19,B17891,Tea,06:12:58,2,3.0,0.48,0.6,5.88,Beverage
2023-07-19,B17892,Salad,09:35:25,3,8.0,1.92,1.2,24.72,Food
2023-07-19,B17893,Sandwich,11:30:23,2,4.0,0.64,0.4,8.24,Food
2023-07-19,B17894,Coffee,11:04:17,3,3.0,0.72,0.45,9.27,Beverage
2023-07-19,B17895,Coffee,22:12:04,2,3.5,0.56,0.0,7.56,Beverage
2023-07-19,B17896,Salad,01:23:34,2,5.0,0.8,1.0,9.8,Food
2023-07-19,B17897,Pastry,20:29:56,1,5.0,0.4,0.0,5.4,Food
2023-07-19,B17898,Sandwich,21:22:44,3,8.0,1.92,2.4,23.52,Food
2023-07-19,B17899,Salad,16:22:07,3,8.0,1.92,1.2,24.72,Food
2023-07-19,B17900,Salad,19:52:33,3,3.5,0.84,1.05,10.29,Food
2023-07-19,B17901,Tea,08:03:58,3,4.5,1.08,0.0,14.58,Beverage
2023-07-19,B17902,Sandwich,02:17:22,3,3.0,0.72,0.0,9.72,Food
2023-07-19,B17903,Sandwich,08:17:43,1,8.0,0.64,0.4,8.24,Food
2023-07-19,B17904,Tea,13:24:55,1,5.0,0.4,0.0,5.4,Beverage
2023-07-19,B17905,Pastry,14:26:25,3,6.0,1.44,1.8,17.64,Food
2023-07-19,B17906,Coffee,22:46:19,2,3.5,0.56,0.0,7.56,Beverage
2023-07-19,B17907,Tea,17:10:44,2,3.5,0.56,0.7,6.86,Beverage
2023-07-19,B17908,Tea,20:42:35,1,3.0,0.24,0.3,2.94,Beverage
2023-07-19,B17909,Coffee,10:42:52,1,6.0,0.48,0.0,6.48,Beverage
2023-07-19,B17910,Salad,01:53:36,1,3.0,0.24,0.0,3.24,Food
2023-07-19,B17911,Sandwich,09:39:02,1,7.0,0.56,0.7,6.86,Food
2023-07-19,B17912,Sandwich,19:18:43,2,6.0,0.96,1.2,11.76,Food
2023-07-19,B17913,Salad,02:40:45,1,8.0,0.64,0.0,8.64,Food
2023-07-19,B17914,Salad,06:36:42,2,7.0,1.12,0.7,14.42,Food
2023-07-19,B17915,Pastry,17:25:51,3,4.5,1.08,1.35,13.23,Food
2023-07-19,B17916,Coffee,22:41:19,1,8.0,0.64,0.0,8.64,Beverage
2023-07-19,B17917,Tea,16:39:31,1,7.0,0.56,0.7,6.86,Beverage
2023-07-19,B17918,Salad,04:16:10,1,3.0,0.24,0.0,3.24,Food
2023-07-19,B17919,Tea,02:16:14,3,2.5,0.6,0.38,7.72,Beverage
2023-07-19,B17920,Sandwich,09:20:46,1,4.5,0.36,0.0,4.86,Food
2023-07-19,B17921,Tea,17:01:41,3,3.0,0.72,0.9,8.82,Beverage
2023-07-19,B17922,Sandwich,22:59:38,2,3.0,0.48,0.6,5.88,Food
2023-07-19,B17923,Pastry,05:46:38,3,3.0,0.72,0.9,8.82,Food
2023-07-19,B17924,Coffee,20:27:34,1,8.0,0.64,0.0,8.64,Beverage
2023-07-19,B17925,Sandwich,17:16:07,3,3.5,0.84,0.0,11.34,Food
2023-07-19,B17926,Pastry,00:51:35,1,3.0,0.24,0.3,2.94,Food
2023-07-19,B17927,Pastry,07:05:52,2,4.0,0.64,0.4,8.24,Food
2023-07-19,B17928,Salad,00:36:00,2,4.5,0.72,0.45,9.27,Food
2023-07-19,B17929,Sandwich,14:39:01,2,8.0,1.28,0.8,16.48,Food
2023-07-19,B17930,Coffee,19:20:46,3,3.0,0.72,0.9,8.82,Beverage
2023-07-19,B17931,Tea,08:34:24,1,2.5,0.2,0.0,2.7,Beverage
2023-07-19,B17932,Salad,15:20:04,1,7.0,0.56,0.35,7.21,Food
2023-07-19,B17933,Sandwich,15:39:53,2,5.0,0.8,0.5,10.3,Food
2023-07-19,B17934,Salad,21:20:17,2,3.5,0.56,0.7,6.86,Food
2023-07-19,B17935,Coffee,10:17:09,2,7.0,1.12,0.7,14.42,Beverage
2023-07-19,B17936,Pastry,06:16:00,1,4.0,0.32,0.0,4.32,Food
2023-07-19,B17937,Coffee,21:48:13,1,2.5,0.2,0.12,2.58,Beverage
2023-07-19,B17938,Sandwich,21:02:30,1,5.0,0.4,0.5,4.9,Food
2023-07-19,B17939,Coffee,12:08:18,2,2.5,0.4,0.5,4.9,Beverage
2023-07-19,B17940,Pastry,10:21:04,2,8.0,1.28,0.0,17.28,Food
2023-07-19,B17941,Coffee,18:23:32,3,7.0,1.68,2.1,20.58,Beverage
2023-07-19,B17942,Coffee,05:45:08,3,2.5,0.6,0.75,7.35,Beverage
2023-07-19,B17943,Sandwich,06:04:38,2,6.0,0.96,0.0,12.96,Food
2023-07-19,B17944,Coffee,15:34:14,1,3.0,0.24,0.15,3.09,Beverage
2023-07-19,B17945,Salad,16:02:36,3,3.0,0.72,0.0,9.72,Food
2023-07-19,B17946,Coffee,15:04:18,2,5.0,0.8,0.0,10.8,Beverage
2023-07-19,B17947,Coffee,17:44:09,3,3.5,0.84,1.05,10.29,Beverage
2023-07-19,B17948,Sandwich,01:39:49,1,2.5,0.2,0.0,2.7,Food
2023-07-19,B17949,Coffee,01:14:39,3,5.0,1.2,0.0,16.2,Beverage
2023-07-19,B17950,Pastry,23:05:28,3,5.0,1.2,1.5,14.7,Food
2023-07-19,B17951,Tea,08:27:29,1,6.0,0.48,0.3,6.18,Beverage
2023-07-19,B17952,Tea,20:22:46,2,5.0,0.8,1.0,9.8,Beverage
2023-07-19,B17953,Coffee,18:57:58,2,2.5,0.4,0.5,4.9,Beverage
2023-07-20,B17954,Tea,00:26:59,3,3.5,0.84,0.52,10.82,Beverage
2023-07-20,B17955,Pastry,17:27:30,3,4.0,0.96,0.0,12.96,Food
2023-07-20,B17956,Tea,11:08:03,2,3.0,0.48,0.0,6.48,Beverage
2023-07-20,B17957,Sandwich,12:46:46,2,3.5,0.56,0.0,7.56,Food
2023-07-20,B17958,Coffee,23:18:26,2,3.0,0.48,0.6,5.88,Beverage
2023-07-20,B17959,Sandwich,14:38:21,3,8.0,1.92,2.4,23.52,Food
2023-07-20,B17960,Coffee,07:52:29,1,5.0,0.4,0.0,5.4,Beverage
2023-07-20,B17961,Coffee,10:44:19,1,4.5,0.36,0.45,4.41,Beverage
2023-07-20,B17962,Pastry,04:52:14,1,7.0,0.56,0.0,7.56,Food
2023-07-20,B17963,Pastry,22:17:43,2,6.0,0.96,0.0,12.96,Food
2023-07-20,B17964,Tea,11:17:03,3,3.5,0.84,0.0,11.34,Beverage
2023-07-20,B17965,Sandwich,13:47:19,2,7.0,1.12,1.4,13.72,Food
2023-07-20,B17966,Sandwich,13:20:21,1,4.5,0.36,0.22,4.64,Food
2023-07-20,B17967,Tea,17:09:42,1,2.5,0.2,0.0,2.7,Beverage
2023-07-20,B17968,Tea,21:09:03,2,4.0,0.64,0.4,8.24,Beverage
2023-07-20,B17969,Salad,14:26:30,1,2.5,0.2,0.0,2.7,Food
2023-07-20,B17970,Sandwich,11:10:53,3,3.0,0.72,0.45,9.27,Food
2023-07-20,B17971,Tea,02:38:48,1,4.0,0.32,0.2,4.12,Beverage
2023-07-20,B17972,Salad,10:18:43,1,4.0,0.32,0.0,4.32,Food
2023-07-20,B17973,Pastry,02:30:51,2,2.5,0.4,0.25,5.15,Food
2023-07-20,B17974,Pastry,20:11:01,2,5.0,0.8,0.5,10.3,Food
2023-07-20,B17975,Sandwich,07:59:28,1,3.5,0.28,0.18,3.6,Food
2023-07-20,B17976,Tea,12:05:52,1,3.5,0.28,0.0,3.78,Beverage
2023-07-20,B17977,Tea,20:49:57,2,4.5,0.72,0.0,9.72,Beverage
2023-07-20,B17978,Tea,23:18:20,1,5.0,0.4,0.0,5.4,Beverage
2023-07-20,B17979,Salad,10:38:35,3,5.0,1.2,1.5,14.7,Food
2023-07-20,B17980,Sandwich,01:49:47,3,7.0,1.68,1.05,21.63,Food
2023-07-20,B17981,Salad,21:40:32,3,5.0,1.2,1.5,14.7,Food
2023-07-20,B17982,Pastry,05:16:54,1,6.0,0.48,0.6,5.88,Food
2023-07-20,B17983,Sandwich,16:38:11,3,3.5,0.84,0.52,10.82,Food
2023-07-20,B17984,Sandwich,02:58:52,2,2.5,0.4,0.0,5.4,Food
2023-07-20,B17985,Coffee,13:50:15,3,4.5,1.08,0.68,13.9,Beverage
2023-07-20,B17986,Sandwich,06:47:19,2,4.0,0.64,0.8,7.84,Food
2023-07-20,B17987,Tea,01:53:03,2,4.5,0.72,0.9,8.82,Beverage
2023-07-20,B17988,Tea,16:33:14,2,4.0,0.64,0.4,8.24,Beverage
2023-07-20,B17989,Coffee,12:48:55,3,2.5,0.6,0.75,7.35,Beverage
2023-07-20,B17990,Pastry,04:03:35,3,6.0,1.44,0.0,19.44,Food
2023-07-20,B17991,Salad,13:08:10,2,4.5,0.72,0.9,8.82,Food
2023-07-20,B17992,Salad,09:54:41,1,8.0,0.64,0.8,7.84,Food
2023-07-20,B17993,Coffee,09:36:49,1,3.0,0.24,0.15,3.09,Beverage
2023-07-20,B17994,Coffee,15:58:50,1,5.0,0.4,0.25,5.15,Beverage
2023-07-20,B17995,Tea,11:24:00,3,4.0,0.96,0.6,12.36,Beverage
2023-07-20,B17996,Pastry,01:05:14,3,4.5,1.08,0.68,13.9,Food
2023-07-20,B17997,Coffee,23:38:55,1,4.0,0.32,0.4,3.92,Beverage
2023-07-20,B17998,Pastry,03:15:58,1,4.0,0.32,0.0,4.32,Food
2023-07-20,B17999,Salad,00:03:24,2,6.0,0.96,0.0,12.96,Food
2023-07-20,B18000,Salad,10:52:40,1,8.0,0.64,0.0,8.64,Food
2023-07-20,B18001,Salad,04:02:31,2,4.0,0.64,0.8,7.84,Food
2023-07-20,B18002,Tea,00:57:00,2,6.0,0.96,1.2,11.76,Beverage
2023-07-20,B18003,Salad,14:15:07,2,5.0,0.8,0.5,10.3,Food
2023-07-20,B18004,Coffee,19:33:59,2,3.0,0.48,0.0,6.48,Beverage
2023-07-20,B18005,Sandwich,08:21:27,3,5.0,1.2,1.5,14.7,Food
2023-07-20,B18006,Coffee,15:45:33,2,3.5,0.56,0.0,7.56,Beverage
2023-07-20,B18007,Pastry,12:23:56,3,6.0,1.44,0.9,18.54,Food
2023-07-20,B18008,Tea,12:11:59,2,7.0,1.12,0.0,15.12,Beverage
2023-07-20,B18009,Pastry,21:59:41,3,4.5,1.08,1.35,13.23,Food
2023-07-20,B18010,Sandwich,00:37:35,3,2.5,0.6,0.75,7.35,Food
2023-07-20,B18011,Pastry,09:33:24,3,8.0,1.92,0.0,25.92,Food
2023-07-20,B18012,Sandwich,00:41:07,2,6.0,0.96,0.6,12.36,Food
2023-07-20,B18013,Sandwich,07:12:07,3,3.5,0.84,0.52,10.82,Food
2023-07-20,B18014,Sandwich,22:30:02,1,3.0,0.24,0.0,3.24,Food
2023-07-20,B18015,Tea,01:15:54,1,4.0,0.32,0.4,3.92,Beverage
2023-07-20,B18016,Sandwich,07:32:15,3,5.0,1.2,0.0,16.2,Food
2023-07-20,B18017,Sandwich,13:54:16,3,4.0,0.96,0.0,12.96,Food
2023-07-20,B18018,Coffee,22:47:40,2,6.0,0.96,0.6,12.36,Beverage
2023-07-20,B18019,Tea,11:43:39,3,2.5,0.6,0.38,7.72,Beverage
2023-07-20,B18020,Pastry,15:08:24,1,5.0,0.4,0.25,5.15,Food
2023-07-20,B18021,Salad,12:04:04,1,7.0,0.56,0.0,7.56,Food
2023-07-20,B18022,Coffee,21:27:36,3,5.0,1.2,0.75,15.45,Beverage
2023-07-20,B18023,Salad,02:46:32,2,7.0,1.12,1.4,13.72,Food
2023-07-20,B18024,Coffee,02:38:19,3,4.5,1.08,0.68,13.9,Beverage
2023-07-20,B18025,Coffee,08:15:43,3,6.0,1.44,0.9,18.54,Beverage
2023-07-20,B18026,Coffee,22:55:42,1,4.5,0.36,0.22,4.64,Beverage
2023-07-20,B18027,Pastry,16:04:42,2,4.0,0.64,0.8,7.84,Food
2023-07-20,B18028,Tea,02:15:12,1,5.0,0.4,0.0,5.4,Beverage
2023-07-20,B18029,Sandwich,04:14:33,2,4.5,0.72,0.9,8.82,Food
2023-07-20,B18030,Pastry,17:15:06,1,3.5,0.28,0.18,3.6,Food
2023-07-20,B18031,Tea,01:17:24,1,4.5,0.36,0.22,4.64,Beverage
2023-07-20,B18032,Coffee,21:02:07,1,4.5,0.36,0.0,4.86,Beverage
2023-07-20,B18033,Sandwich,19:51:35,1,5.0,0.4,0.0,5.4,Food
2023-07-20,B18034,Pastry,15:44:21,2,2.5,0.4,0.0,5.4,Food
2023-07-20,B18035,Salad,06:42:54,3,3.0,0.72,0.45,9.27,Food
2023-07-20,B18036,Coffee,00:10:27,2,6.0,0.96,1.2,11.76,Beverage
2023-07-20,B18037,Coffee,17:59:20,3,6.0,1.44,0.0,19.44,Beverage
2023-07-20,B18038,Sandwich,15:09:01,2,3.0,0.48,0.3,6.18,Food
2023-07-20,B18039,Coffee,19:24:28,1,5.0,0.4,0.5,4.9,Beverage
2023-07-20,B18040,Tea,01:46:06,2,3.5,0.56,0.0,7.56,Beverage
2023-07-20,B18041,Coffee,11:58:40,3,3.0,0.72,0.45,9.27,Beverage
2023-07-20,B18042,Sandwich,12:17:51,2,4.5,0.72,0.0,9.72,Food
2023-07-20,B18043,Sandwich,18:34:13,3,4.5,1.08,0.68,13.9,Food
2023-07-20,B18044,Pastry,07:00:54,2,5.0,0.8,1.0,9.8,Food
2023-07-20,B18045,Sandwich,09:21:02,2,6.0,0.96,0.0,12.96,Food
2023-07-20,B18046,Pastry,13:51:06,3,6.0,1.44,0.0,19.44,Food
2023-07-20,B18047,Pastry,20:58:07,1,3.0,0.24,0.3,2.94,Food
2023-07-20,B18048,Tea,19:30:08,2,3.0,0.48,0.3,6.18,Beverage
2023-07-20,B18049,Tea,03:54:42,1,5.0,0.4,0.0,5.4,Beverage
2023-07-20,B18050,Pastry,11:06:56,3,5.0,1.2,0.75,15.45,Food
2023-07-21,B18051,Pastry,03:34:14,3,2.5,0.6,0.38,7.72,Food
2023-07-21,B18052,Pastry,19:15:13,2,3.0,0.48,0.0,6.48,Food
2023-07-21,B18053,Sandwich,20:09:44,2,4.0,0.64,0.0,8.64,Food
2023-07-21,B18054,Sandwich,09:15:26,3,8.0,1.92,1.2,24.72,Food
2023-07-21,B18055,Coffee,05:04:14,3,4.5,1.08,0.0,14.58,Beverage
2023-07-21,B18056,Salad,10:11:47,2,5.0,0.8,0.0,10.8,Food
2023-07-21,B18057,Salad,14:01:13,2,3.0,0.48,0.6,5.88,Food
2023-07-21,B18058,Salad,10:19:11,3,2.5,0.6,0.0,8.1,Food
2023-07-21,B18059,Salad,05:02:51,1,6.0,0.48,0.0,6.48,Food
2023-07-21,B18060,Salad,15:00:47,3,5.0,1.2,0.75,15.45,Food
2023-07-21,B18061,Tea,09:45:46,1,6.0,0.48,0.3,6.18,Beverage
2023-07-21,B18062,Coffee,06:12:44,1,2.5,0.2,0.12,2.58,Beverage
2023-07-21,B18063,Sandwich,01:14:31,1,4.0,0.32,0.0,4.32,Food
2023-07-21,B18064,Tea,01:08:47,2,6.0,0.96,0.6,12.36,Beverage
2023-07-21,B18065,Pastry,03:00:44,1,3.0,0.24,0.15,3.09,Food
2023-07-21,B18066,Salad,15:38:24,1,5.0,0.4,0.5,4.9,Food
2023-07-21,B18067,Coffee,12:59:13,2,4.0,0.64,0.0,8.64,Beverage
2023-07-21,B18068,Sandwich,05:16:39,2,3.5,0.56,0.35,7.21,Food
2023-07-21,B18069,Tea,10:58:15,2,4.0,0.64,0.8,7.84,Beverage
2023-07-21,B18070,Pastry,12:59:31,2,3.5,0.56,0.7,6.86,Food
2023-07-21,B18071,Sandwich,03:05:57,2,4.5,0.72,0.9,8.82,Food
2023-07-21,B18072,Pastry,15:44:49,3,8.0,1.92,0.0,25.92,Food
2023-07-21,B18073,Pastry,04:46:35,1,2.5,0.2,0.0,2.7,Food
2023-07-21,B18074,Salad,13:33:42,2,4.0,0.64,0.4,8.24,Food
2023-07-21,B18075,Coffee,10:55:04,2,8.0,1.28,0.0,17.28,Beverage
2023-07-21,B18076,Coffee,04:01:47,3,5.0,1.2,0.75,15.45,Beverage
2023-07-21,B18077,Coffee,15:10:03,2,3.0,0.48,0.0,6.48,Beverage
2023-07-21,B18078,Coffee,23:00:18,1,3.5,0.28,0.35,3.43,Beverage
2023-07-21,B18079,Sandwich,11:10:15,1,4.0,0.32,0.4,3.92,Food
2023-07-21,B18080,Coffee,18:35:03,3,4.5,1.08,0.0,14.58,Beverage
2023-07-21,B18081,Salad,02:34:01,2,7.0,1.12,0.0,15.12,Food
2023-07-21,B18082,Coffee,16:32:22,2,3.0,0.48,0.6,5.88,Beverage
2023-07-21,B18083,Coffee,23:16:36,2,2.5,0.4,0.25,5.15,Beverage
2023-07-21,B18084,Sandwich,08:45:41,1,8.0,0.64,0.4,8.24,Food
2023-07-21,B18085,Sandwich,05:33:48,2,2.5,0.4,0.25,5.15,Food
2023-07-21,B18086,Salad,13:55:43,1,4.5,0.36,0.45,4.41,Food
2023-07-21,B18087,Sandwich,10:08:19,2,8.0,1.28,0.0,17.28,Food
2023-07-21,B18088,Pastry,08:10:22,1,3.0,0.24,0.3,2.94,Food
2023-07-21,B18089,Coffee,05:52:44,3,3.5,0.84,1.05,10.29,Beverage
2023-07-21,B18090,Pastry,02:59:58,1,8.0,0.64,0.0,8.64,Food
2023-07-21,B18091,Coffee,14:19:32,1,2.5,0.2,0.25,2.45,Beverage
2023-07-21,B18092,Pastry,00:42:13,1,5.0,0.4,0.25,5.15,Food
2023-07-21,B18093,Sandwich,08:10:16,1,3.0,0.24,0.15,3.09,Food
2023-07-21,B18094,Sandwich,11:43:49,1,6.0,0.48,0.3,6.18,Food
2023-07-21,B18095,Sandwich,21:30:59,3,3.5,0.84,0.52,10.82,Food
2023-07-21,B18096,Pastry,09:51:09,3,6.0,1.44,0.0,19.44,Food
2023-07-21,B18097,Coffee,12:36:11,1,8.0,0.64,0.8,7.84,Beverage
2023-07-21,B18098,Tea,22:58:54,3,4.0,0.96,1.2,11.76,Beverage
2023-07-21,B18099,Tea,01:17:13,2,3.0,0.48,0.6,5.88,Beverage
2023-07-21,B18100,Sandwich,14:45:37,1,2.5,0.2,0.0,2.7,Food
2023-07-21,B18101,Pastry,02:55:54,1,2.5,0.2,0.12,2.58,Food
2023-07-21,B18102,Pastry,01:28:41,1,3.5,0.28,0.18,3.6,Food
2023-07-21,B18103,Tea,01:01:46,3,3.0,0.72,0.9,8.82,Beverage
2023-07-21,B18104,Sandwich,07:49:39,3,2.5,0.6,0.38,7.72,Food
2023-07-21,B18105,Sandwich,01:24:59,1,6.0,0.48,0.3,6.18,Food
2023-07-21,B18106,Tea,17:10:05,1,8.0,0.64,0.4,8.24,Beverage
2023-07-21,B18107,Tea,14:20:06,3,3.5,0.84,1.05,10.29,Beverage
2023-07-21,B18108,Sandwich,01:24:21,3,2.5,0.6,0.75,7.35,Food
2023-07-21,B18109,Salad,23:46:50,1,4.0,0.32,0.0,4.32,Food
2023-07-21,B18110,Sandwich,05:11:49,1,3.0,0.24,0.3,2.94,Food
2023-07-21,B18111,Tea,16:42:48,2,2.5,0.4,0.25,5.15,Beverage
2023-07-21,B18112,Salad,12:33:16,1,4.5,0.36,0.0,4.86,Food
2023-07-21,B18113,Salad,00:34:13,1,3.0,0.24,0.15,3.09,Food
2023-07-21,B18114,Salad,15:59:28,3,5.0,1.2,1.5,14.7,Food
2023-07-21,B18115,Tea,11:55:41,3,3.5,0.84,1.05,10.29,Beverage
2023-07-21,B18116,Tea,00:48:01,2,8.0,1.28,0.0,17.28,Beverage
2023-07-21,B18117,Pastry,23:23:37,3,7.0,1.68,2.1,20.58,Food
2023-07-21,B18118,Pastry,08:58:45,1,3.5,0.28,0.0,3.78,Food
2023-07-21,B18119,Pastry,12:51:14,3,6.0,1.44,0.0,19.44,Food
2023-07-21,B18120,Coffee,01:20:48,2,8.0,1.28,1.6,15.68,Beverage
2023-07-21,B18121,Sandwich,02:09:15,1,6.0,0.48,0.0,6.48,Food
2023-07-21,B18122,Sandwich,04:34:01,2,2.5,0.4,0.0,5.4,Food
2023-07-22,B18123,Coffee,07:17:29,2,4.0,0.64,0.0,8.64,Beverage
2023-07-22,B18124,Tea,10:19:06,3,3.0,0.72,0.45,9.27,Beverage
2023-07-22,B18125,Sandwich,09:21:21,3,4.5,1.08,0.68,13.9,Food
2023-07-22,B18126,Sandwich,04:44:38,1,3.5,0.28,0.18,3.6,Food
2023-07-22,B18127,Sandwich,05:59:20,1,2.5,0.2,0.0,2.7,Food
2023-07-22,B18128,Pastry,11:33:02,1,4.5,0.36,0.45,4.41,Food
2023-07-22,B18129,Coffee,19:44:07,1,8.0,0.64,0.8,7.84,Beverage
2023-07-22,B18130,Sandwich,04:39:29,1,6.0,0.48,0.3,6.18,Food
2023-07-22,B18131,Sandwich,00:48:18,3,3.0,0.72,0.0,9.72,Food
2023-07-22,B18132,Sandwich,15:25:51,1,2.5,0.2,0.0,2.7,Food
2023-07-22,B18133,Pastry,20:43:34,2,4.5,0.72,0.9,8.82,Food
2023-07-22,B18134,Coffee,10:30:30,1,6.0,0.48,0.0,6.48,Beverage
2023-07-22,B18135,Tea,18:13:04,2,4.5,0.72,0.45,9.27,Beverage
2023-07-22,B18136,Sandwich,01:11:05,2,7.0,1.12,0.0,15.12,Food
2023-07-22,B18137,Coffee,01:07:05,2,4.0,0.64,0.8,7.84,Beverage
2023-07-22,B18138,Tea,05:08:46,2,5.0,0.8,0.0,10.8,Beverage
2023-07-22,B18139,Tea,04:53:20,1,2.5,0.2,0.0,2.7,Beverage
2023-07-22,B18140,Coffee,02:07:00,1,3.0,0.24,0.3,2.94,Beverage
2023-07-22,B18141,Coffee,05:59:24,3,3.0,0.72,0.9,8.82,Beverage
2023-07-22,B18142,Tea,18:26:34,2,3.5,0.56,0.35,7.21,Beverage
2023-07-22,B18143,Coffee,12:27:29,3,4.0,0.96,0.0,12.96,Beverage
2023-07-22,B18144,Pastry,23:54:29,2,3.5,0.56,0.7,6.86,Food
2023-07-22,B18145,Pastry,11:34:17,1,5.0,0.4,0.0,5.4,Food
2023-07-22,B18146,Coffee,01:29:17,1,7.0,0.56,0.7,6.86,Beverage
2023-07-22,B18147,Sandwich,08:21:57,1,3.5,0.28,0.35,3.43,Food
2023-07-22,B18148,Tea,20:16:42,1,3.5,0.28,0.35,3.43,Beverage
2023-07-22,B18149,Sandwich,11:52:21,1,8.0,0.64,0.8,7.84,Food
2023-07-22,B18150,Coffee,16:45:27,1,8.0,0.64,0.4,8.24,Beverage
2023-07-22,B18151,Sandwich,06:45:08,1,8.0,0.64,0.8,7.84,Food
2023-07-22,B18152,Sandwich,09:08:57,3,3.0,0.72,0.0,9.72,Food
2023-07-22,B18153,Sandwich,05:04:11,1,4.5,0.36,0.22,4.64,Food
2023-07-22,B18154,Sandwich,05:28:53,3,3.5,0.84,0.0,11.34,Food
2023-07-22,B18155,Tea,05:20:12,3,7.0,1.68,1.05,21.63,Beverage
2023-07-22,B18156,Sandwich,07:48:48,2,4.5,0.72,0.45,9.27,Food
2023-07-22,B18157,Sandwich,12:02:52,3,4.0,0.96,0.6,12.36,Food
2023-07-22,B18158,Tea,09:42:37,3,6.0,1.44,0.0,19.44,Beverage
2023-07-22,B18159,Tea,22:04:24,3,3.0,0.72,0.9,8.82,Beverage
2023-07-22,B18160,Sandwich,06:17:55,1,6.0,0.48,0.6,5.88,Food
2023-07-22,B18161,Coffee,12:30:46,2,3.5,0.56,0.0,7.56,Beverage
2023-07-22,B18162,Salad,23:25:43,1,6.0,0.48,0.3,6.18,Food
2023-07-22,B18163,Pastry,13:24:26,3,2.5,0.6,0.38,7.72,Food
2023-07-22,B18164,Pastry,18:19:47,2,4.0,0.64,0.8,7.84,Food
2023-07-22,B18165,Tea,00:30:37,1,5.0,0.4,0.0,5.4,Beverage
2023-07-22,B18166,Coffee,19:04:32,2,6.0,0.96,1.2,11.76,Beverage
2023-07-22,B18167,Pastry,17:31:20,2,2.5,0.4,0.25,5.15,Food
2023-07-22,B18168,Salad,21:38:42,1,4.0,0.32,0.4,3.92,Food
2023-07-22,B18169,Tea,22:42:48,1,6.0,0.48,0.0,6.48,Beverage
2023-07-22,B18170,Sandwich,20:06:29,3,3.5,0.84,1.05,10.29,Food
2023-07-22,B18171,Coffee,05:11:39,1,4.0,0.32,0.0,4.32,Beverage
2023-07-22,B18172,Coffee,22:42:46,2,7.0,1.12,0.0,15.12,Beverage
2023-07-22,B18173,Sandwich,16:50:40,2,3.5,0.56,0.0,7.56,Food
2023-07-22,B18174,Pastry,19:38:23,3,4.5,1.08,1.35,13.23,Food
2023-07-22,B18175,Coffee,11:23:31,3,4.5,1.08,0.0,14.58,Beverage
2023-07-22,B18176,Pastry,15:52:08,3,8.0,1.92,0.0,25.92,Food
2023-07-22,B18177,Coffee,13:29:22,2,4.5,0.72,0.0,9.72,Beverage
2023-07-22,B18178,Tea,02:56:00,3,6.0,1.44,0.0,19.44,Beverage
2023-07-22,B18179,Pastry,20:24:55,1,8.0,0.64,0.4,8.24,Food
2023-07-22,B18180,Coffee,08:42:28,2,2.5,0.4,0.5,4.9,Beverage
2023-07-22,B18181,Tea,12:24:35,2,3.0,0.48,0.6,5.88,Beverage
2023-07-22,B18182,Sandwich,23:06:22,3,6.0,1.44,0.0,19.44,Food
2023-07-22,B18183,Salad,02:44:16,3,2.5,0.6,0.38,7.72,Food
2023-07-22,B18184,Pastry,03:14:44,1,7.0,0.56,0.0,7.56,Food
2023-07-22,B18185,Sandwich,03:15:21,1,3.0,0.24,0.15,3.09,Food
2023-07-22,B18186,Pastry,06:26:38,3,3.0,0.72,0.0,9.72,Food
2023-07-22,B18187,Salad,09:33:04,1,7.0,0.56,0.7,6.86,Food
2023-07-22,B18188,Pastry,12:41:09,1,8.0,0.64,0.4,8.24,Food
2023-07-22,B18189,Sandwich,19:26:31,1,8.0,0.64,0.8,7.84,Food
2023-07-22,B18190,Tea,03:32:29,2,5.0,0.8,1.0,9.8,Beverage
2023-07-22,B18191,Sandwich,09:33:10,3,5.0,1.2,1.5,14.7,Food
2023-07-22,B18192,Sandwich,02:55:40,3,7.0,1.68,0.0,22.68,Food
2023-07-22,B18193,Sandwich,10:48:22,1,3.0,0.24,0.3,2.94,Food
2023-07-22,B18194,Salad,00:03:35,3,7.0,1.68,0.0,22.68,Food
2023-07-22,B18195,Sandwich,15:30:24,1,4.0,0.32,0.2,4.12,Food
2023-07-22,B18196,Sandwich,07:38:12,3,3.5,0.84,1.05,10.29,Food
2023-07-22,B18197,Pastry,04:29:47,3,4.5,1.08,0.0,14.58,Food
2023-07-22,B18198,Tea,04:37:54,2,4.0,0.64,0.4,8.24,Beverage
2023-07-22,B18199,Pastry,01:02:21,1,3.5,0.28,0.35,3.43,Food
2023-07-22,B18200,Sandwich,01:00:51,3,4.5,1.08,1.35,13.23,Food
2023-07-22,B18201,Tea,14:06:20,3,7.0,1.68,0.0,22.68,Beverage
2023-07-22,B18202,Coffee,20:56:41,3,7.0,1.68,0.0,22.68,Beverage
2023-07-22,B18203,Coffee,05:35:33,2,5.0,0.8,1.0,9.8,Beverage
2023-07-22,B18204,Coffee,13:40:28,1,2.5,0.2,0.12,2.58,Beverage
2023-07-22,B18205,Salad,03:51:25,2,8.0,1.28,0.8,16.48,Food
2023-07-22,B18206,Sandwich,17:09:09,3,3.5,0.84,0.0,11.34,Food
2023-07-22,B18207,Sandwich,04:58:33,1,3.0,0.24,0.15,3.09,Food
2023-07-22,B18208,Coffee,12:44:16,2,2.5,0.4,0.25,5.15,Beverage
